timestamp,raw_image_path,optical_flow_image_path,cloud_mask_image_path,ghi,dni,dhi,temp,pressure,delta_ghi
9/1/2019 7:09,datasets/cropped_raw_images/09_Metas/01/07/20190901070900_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901070900_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901070900_00160.png,48.6,250.6,26.3,20.7,960,2.5
9/1/2019 7:10,datasets/cropped_raw_images/09_Metas/01/07/20190901071000_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901071000_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901071000_00160.png,51.1,258.7,27.3,20.8,960,2.5
9/1/2019 7:11,datasets/cropped_raw_images/09_Metas/01/07/20190901071100_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901071100_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901071100_00160.png,53.6,266.1,28.3,20.7,960,2.5
9/1/2019 7:12,datasets/cropped_raw_images/09_Metas/01/07/20190901071200_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901071200_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901071200_00160.png,56,273.2,29,20.5,960,2.4
9/1/2019 7:13,datasets/cropped_raw_images/09_Metas/01/07/20190901071300_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901071300_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901071300_00160.png,58.3,280.6,29.8,20.3,960,2.3
9/1/2019 7:14,datasets/cropped_raw_images/09_Metas/01/07/20190901071400_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901071400_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901071400_00160.png,60.8,286.9,30.7,20.2,960,2.5
9/1/2019 7:15,datasets/cropped_raw_images/09_Metas/01/07/20190901071500_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901071500_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901071500_00160.png,63.4,294.1,31.6,20.1,960,2.6
9/1/2019 7:16,datasets/cropped_raw_images/09_Metas/01/07/20190901071600_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901071600_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901071600_00160.png,66.1,302.2,32.4,20,960,2.7
9/1/2019 7:17,datasets/cropped_raw_images/09_Metas/01/07/20190901071700_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901071700_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901071700_00160.png,68.7,310,33.2,19.8,960,2.6
9/1/2019 7:18,datasets/cropped_raw_images/09_Metas/01/07/20190901071800_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901071800_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901071800_00160.png,71.4,317.5,33.9,19.6,960,2.7
9/1/2019 7:19,datasets/cropped_raw_images/09_Metas/01/07/20190901071900_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901071900_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901071900_00160.png,74,324.6,34.6,19.6,960,2.6
9/1/2019 7:20,datasets/cropped_raw_images/09_Metas/01/07/20190901072000_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901072000_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901072000_00160.png,76.7,331,35.3,19.6,960,2.7
9/1/2019 7:21,datasets/cropped_raw_images/09_Metas/01/07/20190901072100_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901072100_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901072100_00160.png,79.3,337.3,36.1,19.7,960,2.6
9/1/2019 7:22,datasets/cropped_raw_images/09_Metas/01/07/20190901072200_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901072200_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901072200_00160.png,82.1,344.3,36.8,19.8,960,2.8
9/1/2019 7:23,datasets/cropped_raw_images/09_Metas/01/07/20190901072300_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901072300_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901072300_00160.png,84.9,350.7,37.5,19.9,960,2.8
9/1/2019 7:24,datasets/cropped_raw_images/09_Metas/01/07/20190901072400_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901072400_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901072400_00160.png,87.6,356.8,38.2,20,960,2.7
9/1/2019 7:25,datasets/cropped_raw_images/09_Metas/01/07/20190901072500_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901072500_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901072500_00160.png,90.6,364,38.9,20.1,960,3
9/1/2019 7:26,datasets/cropped_raw_images/09_Metas/01/07/20190901072600_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901072600_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901072600_00160.png,93.6,371.5,39.6,20.2,960,3
9/1/2019 7:27,datasets/cropped_raw_images/09_Metas/01/07/20190901072700_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901072700_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901072700_00160.png,96.7,378.3,40.4,20.4,960,3.1
9/1/2019 7:28,datasets/cropped_raw_images/09_Metas/01/07/20190901072800_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901072800_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901072800_00160.png,99.7,385.1,41.1,20.6,960,3
9/1/2019 7:29,datasets/cropped_raw_images/09_Metas/01/07/20190901072900_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901072900_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901072900_00160.png,102.6,391.1,41.9,20.7,960,2.9
9/1/2019 7:30,datasets/cropped_raw_images/09_Metas/01/07/20190901073000_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901073000_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901073000_00160.png,105.5,396.8,42.6,20.8,960,2.9
9/1/2019 7:31,datasets/cropped_raw_images/09_Metas/01/07/20190901073100_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901073100_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901073100_00160.png,108.3,402.4,43.3,21,960,2.8
9/1/2019 7:32,datasets/cropped_raw_images/09_Metas/01/07/20190901073200_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901073200_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901073200_00160.png,111.1,407.9,44,21.1,960,2.8
9/1/2019 7:33,datasets/cropped_raw_images/09_Metas/01/07/20190901073300_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901073300_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901073300_00160.png,114,413.6,44.6,21.1,960,2.9
9/1/2019 7:34,datasets/cropped_raw_images/09_Metas/01/07/20190901073400_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901073400_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901073400_00160.png,117,419.1,45.3,21.1,960,3
9/1/2019 7:35,datasets/cropped_raw_images/09_Metas/01/07/20190901073500_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901073500_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901073500_00160.png,120,425.2,46,21.1,960,3
9/1/2019 7:36,datasets/cropped_raw_images/09_Metas/01/07/20190901073600_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901073600_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901073600_00160.png,122.9,430.2,46.7,21.2,960,2.9
9/1/2019 7:37,datasets/cropped_raw_images/09_Metas/01/07/20190901073700_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901073700_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901073700_00160.png,125.8,435.7,47.3,21.2,960,2.9
9/1/2019 7:38,datasets/cropped_raw_images/09_Metas/01/07/20190901073800_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901073800_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901073800_00160.png,128.8,440.9,48,21.4,960,3
9/1/2019 7:39,datasets/cropped_raw_images/09_Metas/01/07/20190901073900_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901073900_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901073900_00160.png,131.7,446.1,48.6,21.5,960,2.9
9/1/2019 7:40,datasets/cropped_raw_images/09_Metas/01/07/20190901074000_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901074000_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901074000_00160.png,134.6,450.8,49.2,21.5,960,2.9
9/1/2019 7:41,datasets/cropped_raw_images/09_Metas/01/07/20190901074100_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901074100_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901074100_00160.png,137.6,456.3,49.9,21.6,960,3
9/1/2019 7:42,datasets/cropped_raw_images/09_Metas/01/07/20190901074200_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901074200_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901074200_00160.png,140.8,461.8,50.6,21.7,960,3.2
9/1/2019 7:43,datasets/cropped_raw_images/09_Metas/01/07/20190901074300_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901074300_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901074300_00160.png,143.9,466.8,51.2,21.7,960,3.1
9/1/2019 7:44,datasets/cropped_raw_images/09_Metas/01/07/20190901074400_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901074400_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901074400_00160.png,147.1,472.1,51.8,21.9,960,3.2
9/1/2019 7:45,datasets/cropped_raw_images/09_Metas/01/07/20190901074500_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901074500_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901074500_00160.png,150.2,477.4,52.4,22,960,3.1
9/1/2019 7:46,datasets/cropped_raw_images/09_Metas/01/07/20190901074600_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901074600_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901074600_00160.png,153.5,482.3,53,22.1,960,3.3
9/1/2019 7:47,datasets/cropped_raw_images/09_Metas/01/07/20190901074700_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901074700_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901074700_00160.png,156.8,487.5,53.7,22.1,960,3.3
9/1/2019 7:48,datasets/cropped_raw_images/09_Metas/01/07/20190901074800_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901074800_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901074800_00160.png,160.2,492.3,54.4,22.1,960,3.4
9/1/2019 7:49,datasets/cropped_raw_images/09_Metas/01/07/20190901074900_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901074900_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901074900_00160.png,163.3,496.9,54.9,22.4,960,3.1
9/1/2019 7:50,datasets/cropped_raw_images/09_Metas/01/07/20190901075000_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901075000_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901075000_00160.png,166.5,501.6,55.4,22.6,960,3.2
9/1/2019 7:51,datasets/cropped_raw_images/09_Metas/01/07/20190901075100_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901075100_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901075100_00160.png,169.9,506,56,22.7,960,3.4
9/1/2019 7:52,datasets/cropped_raw_images/09_Metas/01/07/20190901075200_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901075200_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901075200_00160.png,173.3,510.8,56.5,22.7,960,3.4
9/1/2019 7:53,datasets/cropped_raw_images/09_Metas/01/07/20190901075300_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901075300_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901075300_00160.png,176.7,515.5,57,22.8,960,3.4
9/1/2019 7:54,datasets/cropped_raw_images/09_Metas/01/07/20190901075400_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901075400_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901075400_00160.png,180,520.1,57.5,22.8,960,3.3
9/1/2019 7:55,datasets/cropped_raw_images/09_Metas/01/07/20190901075500_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901075500_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901075500_00160.png,183.4,524.7,58,22.9,960,3.4
9/1/2019 7:56,datasets/cropped_raw_images/09_Metas/01/07/20190901075600_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901075600_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901075600_00160.png,187,529.9,58.6,23,960,3.6
9/1/2019 7:57,datasets/cropped_raw_images/09_Metas/01/07/20190901075700_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901075700_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901075700_00160.png,190.7,535.1,59.1,23,960,3.7
9/1/2019 7:58,datasets/cropped_raw_images/09_Metas/01/07/20190901075800_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901075800_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901075800_00160.png,194.3,539.6,59.6,23.1,960,3.6
9/1/2019 7:59,datasets/cropped_raw_images/09_Metas/01/07/20190901075900_00160.jpg,datasets/optical_flow_images/09_Metas/01/07/20190901075900_00160.jpg,datasets/cloud_mask_images/09_Metas/01/07/20190901075900_00160.png,197.9,544,60.2,23.2,960,3.6
9/1/2019 8:00,datasets/cropped_raw_images/09_Metas/01/08/20190901080000_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901080000_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901080000_00160.png,201.5,549.1,60.6,23.3,960,3.6
9/1/2019 8:01,datasets/cropped_raw_images/09_Metas/01/08/20190901080100_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901080100_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901080100_00160.png,205.1,553.6,61.1,23.4,960,3.6
9/1/2019 8:02,datasets/cropped_raw_images/09_Metas/01/08/20190901080200_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901080200_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901080200_00160.png,208.6,557.7,61.6,23.5,960,3.5
9/1/2019 8:03,datasets/cropped_raw_images/09_Metas/01/08/20190901080300_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901080300_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901080300_00160.png,212.3,561.9,62.2,23.5,960,3.7
9/1/2019 8:04,datasets/cropped_raw_images/09_Metas/01/08/20190901080400_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901080400_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901080400_00160.png,215.9,566.3,62.7,23.6,960,3.6
9/1/2019 8:05,datasets/cropped_raw_images/09_Metas/01/08/20190901080500_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901080500_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901080500_00160.png,219.3,570,63,23.7,960,3.4
9/1/2019 8:06,datasets/cropped_raw_images/09_Metas/01/08/20190901080600_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901080600_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901080600_00160.png,222.7,573.6,63.5,23.9,960,3.4
9/1/2019 8:07,datasets/cropped_raw_images/09_Metas/01/08/20190901080700_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901080700_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901080700_00160.png,226.2,577.1,63.9,24,960,3.5
9/1/2019 8:08,datasets/cropped_raw_images/09_Metas/01/08/20190901080800_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901080800_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901080800_00160.png,229.9,581.6,64.4,24.1,960,3.7
9/1/2019 8:09,datasets/cropped_raw_images/09_Metas/01/08/20190901080900_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901080900_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901080900_00160.png,233.4,585.3,64.8,24.1,960,3.5
9/1/2019 8:10,datasets/cropped_raw_images/09_Metas/01/08/20190901081000_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901081000_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901081000_00160.png,237,589.4,65.4,24.2,960,3.6
9/1/2019 8:11,datasets/cropped_raw_images/09_Metas/01/08/20190901081100_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901081100_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901081100_00160.png,240.6,593.2,66,24.2,960,3.6
9/1/2019 8:12,datasets/cropped_raw_images/09_Metas/01/08/20190901081200_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901081200_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901081200_00160.png,244.6,597.1,66.7,24.1,960,4
9/1/2019 8:13,datasets/cropped_raw_images/09_Metas/01/08/20190901081300_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901081300_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901081300_00160.png,248.1,600.7,67.2,24.1,960,3.5
9/1/2019 8:14,datasets/cropped_raw_images/09_Metas/01/08/20190901081400_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901081400_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901081400_00160.png,251.4,603.5,67.7,24.2,960,3.3
9/1/2019 8:15,datasets/cropped_raw_images/09_Metas/01/08/20190901081500_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901081500_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901081500_00160.png,254.5,605.9,67.8,24.3,960,3.1
9/1/2019 8:16,datasets/cropped_raw_images/09_Metas/01/08/20190901081600_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901081600_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901081600_00160.png,257.5,607.4,68.2,24.5,960,3
9/1/2019 8:17,datasets/cropped_raw_images/09_Metas/01/08/20190901081700_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901081700_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901081700_00160.png,260.6,609.1,68.7,24.6,960,3.1
9/1/2019 8:18,datasets/cropped_raw_images/09_Metas/01/08/20190901081800_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901081800_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901081800_00160.png,264.4,613,69.1,24.6,960,3.8
9/1/2019 8:19,datasets/cropped_raw_images/09_Metas/01/08/20190901081900_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901081900_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901081900_00160.png,267.9,616.6,69.5,24.7,960,3.5
9/1/2019 8:20,datasets/cropped_raw_images/09_Metas/01/08/20190901082000_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901082000_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901082000_00160.png,271.6,619.8,70.3,24.7,960,3.7
9/1/2019 8:21,datasets/cropped_raw_images/09_Metas/01/08/20190901082100_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901082100_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901082100_00160.png,274.8,621.5,70.9,24.7,960,3.2
9/1/2019 8:22,datasets/cropped_raw_images/09_Metas/01/08/20190901082200_00160.jpg,datasets/optical_flow_images/09_Metas/01/08/20190901082200_00160.jpg,datasets/cloud_mask_images/09_Metas/01/08/20190901082200_00160.png,278.1,624.5,71,24.8,960,3.3
